
0.082	0.699369	0.0409564	-0.00827488	0.497416	1.02522	-0.000125565	0.0823191	0.00674042	-0.00108857	0.992496	-0.00671695	0.0814284	0.615	-0.00450141	1.01161	0.164802	-0.039684	-0.181542	-0.163653	0.979155
0.083	0.699361	0.0414538	-0.00837809	0.497341	1.02584	-0.000130118	0.0833309	0.00690624	-0.00112874	0.992313	-0.00688159	0.0824073	0.622499	-0.00460618	1.01189	0.166832	-0.0406489	-0.183683	-0.16564	0.978648
0.084	0.699353	0.0419511	-0.00848139	0.497265	1.02646	-0.000134777	0.0843429	0.00707408	-0.00116987	0.992128	-0.00704823	0.0833857	0.629997	-0.00471196	1.01218	0.168863	-0.0416252	-0.185821	-0.167627	0.978135
0.085	0.699344	0.0424484	-0.00858476	0.497188	1.0271	-0.000139543	0.0853552	0.00724396	-0.00121199	0.991941	-0.00721685	0.0843636	0.637495	-0.00481873	1.01246	0.170894	-0.0426127	-0.187957	-0.169613	0.977616
0.086	0.699336	0.0429455	-0.00868821	0.49711	1.02774	-0.000144415	0.0863678	0.00741587	-0.0012551	0.991752	-0.00738745	0.0853409	0.644993	-0.00492648	1.01275	0.172926	-0.0436114	-0.19009	-0.171599	0.977091
0.087	0.699327	0.0434426	-0.00879175	0.497032	1.02839	-0.000149396	0.0873807	0.00758981	-0.00129922	0.991561	-0.00756005	0.0863178	0.652491	-0.00503522	1.01305	0.174959	-0.0446214	-0.192221	-0.173585	0.976559
0.088	0.699318	0.0439396	-0.00889537	0.496953	1.02904	-0.000154486	0.0883939	0.00776579	-0.00134435	0.991368	-0.00773462	0.087294	0.659989	-0.00514491	1.01335	0.176992	-0.0456426	-0.194349	-0.17557	0.976023
0.089	0.699309	0.0444365	-0.00899908	0.496873	1.02971	-0.000159686	0.0894074	0.0079438	-0.0013905	0.991173	-0.00791119	0.0882698	0.667487	-0.00525557	1.01365	0.179027	-0.046675	-0.196474	-0.177555	0.97548
0.09	0.6993	0.0449333	-0.00910288	0.496791	1.03038	-0.000164997	0.0904212	0.00812384	-0.0014377	0.990975	-0.00808973	0.089245	0.674984	-0.00536717	1.01395	0.181062	-0.0477186	-0.198596	-0.179539	0.974931
0.091	0.699291	0.0454301	-0.00920675	0.49671	1.03106	-0.000170421	0.0914353	0.00830592	-0.00148595	0.990775	-0.00827026	0.0902197	0.682482	-0.00547971	1.01426	0.183098	-0.0487733	-0.200716	-0.181524	0.974376
0.092	0.699282	0.0459267	-0.00931072	0.496627	1.03174	-0.000175957	0.0924497	0.00849004	-0.00153525	0.990574	-0.00845278	0.0911938	0.68998	-0.00559318	1.01457	0.185134	-0.0498392	-0.202833	-0.183507	0.973816
0.093	0.699272	0.0464233	-0.00941478	0.496543	1.03244	-0.000181607	0.0934645	0.00867619	-0.00158563	0.99037	-0.00863728	0.0921673	0.697478	-0.00570758	1.01488	0.187172	-0.0509162	-0.204947	-0.185491	0.973249
0.094	0.699263	0.0469198	-0.00951892	0.496459	1.03314	-0.000187373	0.0944795	0.00886438	-0.00163709	0.990164	-0.00882376	0.0931403	0.704975	-0.00582288	1.01519	0.18921	-0.0520044	-0.207058	-0.187474	0.972677
0.095	0.699253	0.0474162	-0.00962316	0.496373	1.03385	-0.000193253	0.0954948	0.00905461	-0.00168964	0.989956	-0.00901223	0.0941126	0.712473	-0.00593908	1.01551	0.191249	-0.0531036	-0.209166	-0.189457	0.972098
0.096	0.699243	0.0479126	-0.00972748	0.496287	1.03456	-0.000199251	0.0965105	0.00924688	-0.0017433	0.989745	-0.00920267	0.0950844	0.719971	-0.00605618	1.01584	0.19329	-0.0542139	-0.211272	-0.191439	0.971514
0.097	0.699234	0.0484088	-0.00983189	0.4962	1.03529	-0.000205366	0.0975265	0.00944119	-0.00179807	0.989533	-0.0093951	0.0960557	0.727468	-0.00617415	1.01616	0.19533	-0.0553353	-0.213375	-0.193421	0.970924
0.098	0.699224	0.048905	-0.0099364	0.496112	1.03602	-0.0002116	0.0985428	0.00963754	-0.00185397	0.989319	-0.00958952	0.0970263	0.734966	-0.006293	1.01649	0.197372	-0.0564678	-0.215474	-0.195402	0.970329
0.099	0.699214	0.049401	-0.010041	0.496023	1.03676	-0.000217952	0.0995595	0.00983594	-0.00191101	0.989102	-0.00978591	0.0979963	0.742463	-0.00641272	1.01682	0.199415	-0.0576113	-0.217571	-0.197384	0.969727
0.1	0.699204	0.049897	-0.0101457	0.495934	1.0375	-0.000224425	0.100576	0.0100364	-0.0019692	0.988883	-0.00998428	0.0989657	0.749961	-0.00653328	1.01716	0.201458	-0.0587658	-0.219665	-0.199364	0.96912
0.101	0.699193	0.0503929	-0.0102505	0.495843	1.03826	-0.000231019	0.101594	0.0102389	-0.00202855	0.988663	-0.0101846	0.0999346	0.757458	-0.00665469	1.01749	0.203503	-0.0599313	-0.221755	-0.201345	0.968506
0.102	0.699183	0.0508887	-0.0103554	0.495752	1.03902	-0.000237735	0.102611	0.0104434	-0.00208906	0.98844	-0.010387	0.100903	0.764956	-0.00677693	1.01784	0.205548	-0.0611078	-0.223843	-0.203324	0.967887
0.103	0.699173	0.0513844	-0.0104603	0.49566	1.03979	-0.000244573	0.103629	0.0106499	-0.00215077	0.988215	-0.0105913	0.10187	0.772453	-0.00689999	1.01818	0.207594	-0.0622952	-0.225928	-0.205304	0.967262
0.104	0.699162	0.05188	-0.0105654	0.495567	1.04056	-0.000251535	0.104648	0.0108586	-0.00221366	0.987988	-0.0107976	0.102837	0.77995	-0.00702387	1.01853	0.209641	-0.0634936	-0.228009	-0.207283	0.966632
0.105	0.699152	0.0523755	-0.0106706	0.495473	1.04134	-0.000258621	0.105667	0.0110692	-0.00227776	0.987759	-0.0110059	0.103804	0.787448	-0.00714855	1.01888	0.211689	-0.064703	-0.230088	-0.209262	0.965995
0.106	0.699141	0.052871	-0.0107759	0.495378	1.04214	-0.000265833	0.106686	0.0112819	-0.00234307	0.987528	-0.0112161	0.104769	0.794945	-0.00727402	1.01923	0.213738	-0.0659232	-0.232163	-0.21124	0.965353
0.107	0.69913	0.0533663	-0.0108812	0.495283	1.04293	-0.00027317	0.107705	0.0114967	-0.00240961	0.987295	-0.0114283	0.105734	0.802442	-0.00740028	1.01959	0.215788	-0.0671544	-0.234235	-0.213218	0.964705
0.108	0.699119	0.0538615	-0.0109867	0.495186	1.04374	-0.000280633	0.108725	0.0117135	-0.00247738	0.987059	-0.0116425	0.106699	0.809939	-0.00752731	1.01995	0.217839	-0.0683964	-0.236304	-0.215195	0.964051
0.109	0.699108	0.0543567	-0.0110923	0.495089	1.04455	-0.000288225	0.109745	0.0119324	-0.0025464	0.986822	-0.0118587	0.107662	0.817437	-0.0076551	1.02031	0.219891	-0.0696493	-0.23837	-0.217172	0.963392
0.11	0.699097	0.0548517	-0.0111979	0.494991	1.04538	-0.000295944	0.110765	0.0121533	-0.00261668	0.986583	-0.0120769	0.108625	0.824934	-0.00778364	1.02067	0.221943	-0.070913	-0.240433	-0.219148	0.962726
0.111	0.699086	0.0553466	-0.0113037	0.494892	1.0462	-0.000303792	0.111786	0.0123763	-0.00268823	0.986341	-0.012297	0.109588	0.832431	-0.00791293	1.02104	0.223997	-0.0721876	-0.242492	-0.221124	0.962055
